id	date	kms	alti	lat_deg	lat_min	long_deg	long_min	Poids (g)	taille	id_couleur	couleur	id_matiere	matiere	id_origine	origine	id_pays	pays	post	objet	gps	lieu	contexte	depart	arrivee	annee	mois	jour	kms_cumule	kms_depart_vol_oiseau	kms_depart_corde	kms_etape_segments	kms_etape_cumule	lat_dec	long_dec	lat_rad	long_rad	long_x	lat_y
82	41263	0	417	34	13,347	-4	-0,528	1,71	0	13	Blanc	6	Minérale	1	Naturel	3	Maroc	1	Fragments du mur de la chambre d'hôtel	N 34°13,347' W 4°00,528'	Hôtel Guillaumtell	Pause	Taza	Taza	2012	12	20	2271	1531,814763	1528,129799	0	NaN	34,22245	-4,0088	0,597293926	-0,0699667	0	0
83	41264	25	484	34	13,418	-4	-0,463	0,94	30	15	Noir	2	Métallique	2	Artificiel	3	Maroc	1	Étiquette aluminium	N 34°13,418' W 4°00,463'	Taza	Départ de Taza	Taza	Oued-Amlil	2012	12	21	2296	1531,683608	1527,999589	0,165075005	NaN	34,22363333	-4,007716667	0,597314579	-0,069947792	0	0
84	41265	45	295	34	11,549	-4	-15,852	1,2	12	14	Gris	2	Métallique	2	Artificiel	3	Maroc	1	Bague	N 34°11,549' W 4°15,852'	Sidi Abdallah Des Rhiata	Pause clémentine	Oued-Amlil	Lac-Idriss-1er	2012	12	22	2341	1535,186824	1531,477482	23,84548409	NaN	34,19248333	-4,2642	0,59677091	-0,074424267	0	0
85	41266	10	414	34	2,147	-4	-36,463	0,69	14	17	Brun	7	Animale	1	Naturel	3	Maroc	1	Fruit de Sadra	N 34°02,147' W 4°36,463'	Cooperative Mokhtara	Rencontre des Hassan	Lac-Idriss-1er	Coopérative-Mokhtara	2012	12	23	2351	1553,126429	1549,285589	36,11702451	NaN	34,03578333	-4,607716667	0,594035981	-0,080419759	0	0
86	41267	50	194	34	3,638	-4	-57,951	0,47	0	7	Bleu Vert	3	Plastique	2	Artificiel	3	Maroc	1	Papier de chocolat.	N 34°03,638' W 4°57,951'	Hôtel Moulay Idriss	Noël 2012	Coopérative-Mokhtara	Fès	2012	12	24	2401	1551,457651	1547,629173	33,12051054	NaN	34,06063333	-4,96585	0,594469695	-0,086670359	0	0
87	41268	0	194	34	3,638	-4	-57,951	0,64	35	3	Jaune Orangé	3	Plastique	2	Artificiel	3	Maroc	1	Composant d'une tringle à rideaux	N 34°03,638' W 4°57,951'	Fès	Journée à trois	Fès	Fès	2012	12	25	2401	1551,457651	1547,629173	0	NaN	34,06063333	-4,96585	0,594469695	-0,086670359	0	0
88	41269	0	248	34	3,766	-4	-58,139	0,07	0	7	Bleu Vert	4	Textile	2	Artificiel	3	Maroc	1	Fils de tissu	N 34°03,766' W 4°58,139'	Médina de Fès	Labyrinthe	Fès	Fès	2012	12	26	2401	1551,232676	1547,405862	0,373711911	NaN	34,06276667	-4,968983333	0,594506929	-0,086725046	0	0
89	41270	0	323	34	3,658	-4	-58,181	0,15	0	17	Brun	3	Plastique	2	Artificiel	3	Maroc	1	Bande de cassette audio	N 34°03,658' W 4°58,181'	Médina de Fès	Encore perdus	Fès	Fès	2012	12	27	2401	1551,435415	1547,607102	0,210340817	NaN	34,06096667	-4,969683333	0,594475513	-0,086737264	0	0
90	41271	0	265	34	3,635	-4	-57,966	0,29	53	6	Vert	3	Plastique	2	Artificiel	3	Maroc	1	Feuilles en plastique	N 34°03,635' W 4°57,966'	Fès	En attendant le couscous	Fès	Fès	2012	12	28	2401	1551,464171	1547,635645	0,332926792	NaN	34,06058333	-4,9661	0,594468822	-0,086674723	0	0
91	41272	0	309	34	3,979	-4	-58,047	0,35	115	14	Gris	5	Cellulose	2	Artificiel	3	Maroc	1	Papier de journal emballage de cacahuètes	N 34°03,979' W 4°58,047'	Fès	Café wifi dans la medina	Fès	Fès	2012	12	29	2401	1550,832243	1547,008391	0,64971603	NaN	34,06631667	-4,96745	0,594568888	-0,086698285	0	0
92	41273	0	305	34	3,773	-4	-57,863	0,84	38	17	Brun	1	Végétale	1	Naturel	3	Maroc	1	Chute de bois	N 34°03,773' W 4°57,863'	Fès	Devant une scierie artisanale	Fès	Fès	2012	12	30	2401	1551,201963	1547,375376	0,475050063	NaN	34,06288333	-4,964383333	0,594508965	-0,086644761	0	0
93	41274	0	287	34	3,57	-4	-57,91	0,67	67	15	Noir	0	Mixte	2	Artificiel	3	Maroc	1	Lanière de smartphone	N 34°03,570' W 4°57,910'	Fès	Devant la porte Bâb Fetouh	Fès	Fès	2012	12	31	2401	1551,580965	1547,751574	0,383175202	NaN	34,0595	-4,965166667	0,594449914	-0,086658433	0	0
94	41275	0	218	34	3,59	-4	-57,914	1,03	0	3	Jaune Orangé	6	Minérale	1	Naturel	3	Maroc	1	Morceaux de la muraille de la médina	N 34°03,590' W 4°57,914'	Fès	Première pluie de l'année	Fès	Fès	2013	1	1	2401	1551,544179	1547,71506	0,037580892	NaN	34,05983333	-4,965233333	0,594455732	-0,086659597	0	0
95	41276	10	11	34	1,367	-6	-50,345	0,74	54	13	Blanc	1	Végétale	2	Artificiel	3	Maroc	1	Té de golf	N 34°01,367' W 6°50,345'	Medina de Rabat	Arrivée à l'hôtel d'Alger	Fès	Rabat	2013	1	2	2411	1570,610523	1566,638571	172,7518197	NaN	34,02278333	-6,839083333	0,593809088	-0,119364421	0	0
96	41277	0	10	34	1,367	-6	-50,382	0,29	0	15	Noir	3	Plastique	2	Artificiel	3	Maroc	1	Accessoires de GSM	N 34°01,367' W 6°50,382'	Fnac Berbère	Courses dans la medina	Rabat	Rabat	2013	1	3	2411	1570,617968	1566,64596	0,056847977	NaN	34,02278333	-6,8397	0,593809088	-0,119375184	0	0
97	41278	0	8	34	1,465	-6	-50,353	2,08	42	12	Rouge	0	Mixte	2	Artificiel	3	Maroc	1	Fiche RCA	N 34°01,465' W 6°50,353'	Rabat	A la pêche aux visas	Rabat	Rabat	2013	1	4	2411	1570,432028	1566,46143	0,187053659	NaN	34,02441667	-6,839216667	0,593837595	-0,119366748	0	0
98	41279	0	10	34	1,377	-6	-50,301	0,31	6	14	Gris	2	Métallique	2	Artificiel	3	Maroc	1	Pile bouton	N 34°01,377' W 6°50,301'	Medina de Rabat	Courses électroniques	Rabat	Rabat	2013	1	5	2411	1570,583293	1566,611547	0,181645285	NaN	34,02295	-6,83835	0,593811997	-0,119351622	0	0
99	41280	0	5	34	1,415	-6	-50,467	5,02	58	14	Gris	2	Métallique	2	Artificiel	3	Maroc	1	Tube de fer à souder	N 34°01,415' W 6°50,467'	Rabat	Arnaque	Rabat	Rabat	2013	1	6	2411	1570,546866	1566,575397	0,264595926	NaN	34,02358333	-6,841116667	0,593823051	-0,119399909	0	0
100	41281	0	3	34	1,617	-6	-50,992	0,52	20	12	Rouge	0	Mixte	2	Artificiel	3	Maroc	1	Led	N 34°01,617' W 6°50,992'	Côte de Rabat	Repos	Rabat	Rabat	2013	1	7	2411	1570,281537	1566,312079	0,889287274	NaN	34,02695	-6,849866667	0,59388181	-0,119552626	0	0
101	41282	0	3	34	2,573	-6	-49,894	1,59	25	17	Brun	7	Animale	1	Naturel	3	Maroc	1	Dent de mouton	N 34°02,573' W 6°49,894'	Salé	Ville de pirates	Rabat	Rabat	2013	1	8	2411	1568,303428	1564,348946	2,446605825	NaN	34,04288333	-6,831566667	0,594159899	-0,119233231	0	0
102	41283	0	10	34	1,48	-6	-50,512	2,48	38	14	Gris	3	Plastique	2	Artificiel	3	Maroc	1	Clavier de téléphone	N 34°01,480' W 6°50,512'	Médina de Rabat, Fnac Berbère	Un jour de boulot	Rabat	Rabat	2013	1	9	2411	1570,436473	1566,465841	2,237569714	NaN	34,02466667	-6,841866667	0,593841959	-0,119412999	0	0
103	41284	0	13	34	1,513	-6	-50,955	0,37	56	15	Noir	0	Mixte	2	Artificiel	3	Maroc	1	Câble et ressort	N 34°01,513' W 6°50,955'	Medina de Rabat	Journée boulot	Rabat	Rabat	2013	1	10	2411	1570,465181	1566,494332	0,683366525	NaN	34,02521667	-6,84925	0,593851558	-0,119541863	0	0
104	41285	20	5	34	1,408	-6	-50,46	0,14	28	17	Brun	7	Animale	1	Naturel	3	Maroc	1	Cafard	N 34°01,408' W 6°50,460'	Auberge de Jeunesse de Rabat	Cafart du départ	Rabat	Plage-du-Val-d''Or'	2013	1	11	2431	1570,558321	1566,586765	0,785034335	NaN	34,02346667	-6,841	0,593821015	-0,119397873	0	0
105	41286	80	1	33	54,482	-6	-59,421	1,22	38	8	Bleu	3	Plastique	2	Artificiel	3	Maroc	1	Cheville	N 33°54,482' W 6°59,421'	Plage du Val D'Or	Petit déjeuner avec gardiens	Plage-du-Val-d''Or'	Casablanca	2013	1	12	2511	1585,128033	1581,044977	18,83234808	NaN	33,90803333	-6,99035	0,591806325	-0,12200452	0	0
106	41287	0	62	33	32,625	-7	-35,594	0,14	60	15	Noir	3	Plastique	2	Artificiel	3	Maroc	1	Gaine thermorétractable	N 33°32.625' W 7°35.594'	Casablanca	Visite d'un atelier de génie	Casablanca	Casablanca	2013	1	13	2511	1633,500915	1629,032745	68,93532422	NaN	33,54375	-7,593233333	0,585448386	-0,132526811	0	0
107	41288	105	14	33	17,331	-8	-20,63	0,87	62	3	Jaune Orangé	1	Végétale	1	Naturel	3	Maroc	1	Bambou	N 33°17.331' W 8°20.630'	Azemnour	Record battu	Casablanca	Azemnour	2013	1	14	2616	1673,661709	1668,856007	75,23182787	NaN	33,28885	-8,343833333	0,580999546	-0,145627241	0	0
108	41289	60	16	33	2,944	-8	-41,256	3,51	20	17	Brun	6	Minérale	1	Naturel	3	Maroc	1	silex	N 33°02.944' W 8°41.256'	Route de Safi	Conversation avec Ali	Azemnour	Sidi-El-Abed	2013	1	15	2676	1706,100193	1701,009784	41,66130468	NaN	33,04906667	-8,6876	0,576814541	-0,151627096	0	0
109	41290	115	78	32	35,452	-9	-12,575	2,93	40	13	Blanc	7	Animale	1	Naturel	3	Maroc	1	Canine de canidé	N 32°35,452' W 9°12,575'	Route de Safi	Paysage changeant	Sidi-El-Abed	Safi	2013	1	16	2791	1766,175987	1760,529047	70,55375278	NaN	32,59086667	-9,209583333	0,568817449	-0,160737416	0	0
110	41291	60	64	31	51,892	-9	-30,14	0,65	60	1	Rouge Orangé	7	Animale	1	Naturel	3	Maroc	1	Piment abandonné	N 31°51,892' W 9°30,140'	Route d'Essaouira	Nuit au paradis	Safi	Route-d''Essaouira'	2013	1	17	2851	1850,996645	1844,497038	85,31882057	NaN	31,86486667	-9,502333333	0,556146369	-0,165846863	0	0
111	41292	60	11	31	32,062	-9	-45,14	1,36	55	14	Gris	3	Plastique	2	Artificiel	3	Maroc	1	Pad de clavier de téléphone	N 31°32,062' W 9°45,140'	Essaouira	Arrivé à Essaouira	Route-d''Essaouira'	Essaouira	2013	1	18	2911	1892,100313	1885,158353	43,71528812	NaN	31,53436667	-9,752333333	0,550378061	-0,170210183	0	0
112	41293	0	12	31	30,87	-9	-46,19	0,25	10	17	Brun	2	Métallique	2	Artificiel	3	Maroc	1	Fragments de galion	N 31°30,870' W 9°46,190'	Médina d'Essaouira	Tempête Marocaine	Essaouira	Essaouira	2013	1	19	2911	1894,627116	1887,657328	2,763273886	NaN	31,5145	-9,769833333	0,550031323	-0,170515615	0	0
113	41294	0	21	31	30,897	-9	-46,152	0,31	76	7	Bleu Vert	3	Plastique	2	Artificiel	3	Maroc	1	Boulon	N 31°30,897' W 9°46,152'	Médina d'Essaouira	Journée boulot	Essaouira	Essaouira	2013	1	20	2911	1894,564807	1887,595706	0,07817661	NaN	31,51495	-9,7692	0,550039177	-0,170504561	0	0
114	41295	0	5	31	30,868	-9	-46,207	4,13	18	17	Brun	2	Métallique	2	Artificiel	3	Maroc	1	Filet	N 31°30,868' W 9°46,207'	Port d'Essaouira	Entre deux averses	Essaouira	Essaouira	2013	1	21	2911	1894,636789	1887,666894	0,102200905	NaN	31,51446667	-9,770116667	0,550030741	-0,17052056	0	0
115	41296	30	3	31	19,885	-9	-47,591	0,05	25	17	Brun	7	Animale	1	Naturel	3	Maroc	1	Papillon	N 31°19.885' W 9°47.591'	Sidi Kaouki	Eau courante salée	Essaouira	Sidi-Kaouki	2013	1	22	2941	1914,967576	1907,771061	20,47733911	NaN	31,33141667	-9,793183333	0,546835918	-0,170923149	0	0
116	41297	25	292	31	11,48	-9	-42,56	0,08	0	3	Jaune Orangé	7	Animale	1	Naturel	3	Maroc	1	Laine de Mouton	N 31°11.480' W 9°42.560	Smimou	Bivouac du sud	Sidi-Kaouki	Smimou	2013	1	23	2966	1928,392333	1921,043518	17,50205963	NaN	31,19133333	-9,709333333	0,544391005	-0,169459692	0	0
117	41298	40	268	31	4,438	-9	-39,644	0,85	22	17	Brun	7	Animale	1	Naturel	3	Maroc	1	Graine d'argan	N 31°04.438' W 9°39.644'	Route de Tamri	Pause pain-huile d'olive	Smimou	Tafrat	2013	1	24	3006	1940,125336	1932,64167	13,85002023	NaN	31,07396667	-9,660733333	0,542342572	-0,168611462	0	0
118	41299	45	98	30	42,797	-9	-40,421	17,36	56	15	Noir	2	Métallique	2	Artificiel	3	Maroc	1	Ferrite	N 30°42.797' W 9°40.421'	Du coté de Tamri	Verset chanté	Tafrat	Tamri	2013	1	25	3051	1979,575052	1971,625909	40,13649043	NaN	30,71328333	-9,673683333	0,536047465	-0,168837482	0	0
119	41300	45	34	30	37,765	-9	-49,995	3,14	40	14	Gris	2	Métallique	2	Artificiel	3	Maroc	1	Clé	N 30°37.765' W 9°49.995'	Route de Taghazout	une vache se poêl	Tamri	Taghazout	2013	1	26	3096	1991,96616	1983,866932	17,88968492	NaN	30,62941667	-9,83325	0,534583717	-0,171622444	0	0
120	41301	16	13	30	35,137	-9	-45,451	0,55	13	14	Gris	0	Mixte	2	Artificiel	3	Maroc	1	Fiche USB	N 30°35,137' W 9°45,451'	Route de Aourir	Village de camping-cars	Taghazout	Aourir	2013	1	27	3112	1995,159356	1987,021148	8,734702432	NaN	30,58561667	-9,757516667	0,533819264	-0,170300649	0	0
121	41302	20	39	30	27,228	-9	-39,516	0,71	40	6	Vert	2	Métallique	2	Artificiel	3	Maroc	1	Demi ours en plastique	N 30°27,228' W 9°39,516'	Porte d'Agadir	Arrivée à Agadir	Aourir	Agadir	2013	1	28	3132	2007,483188	1999,193366	17,4581817	NaN	30,4538	-9,6586	0,531518631	-0,168574229	0	0
122	41303	0	35	30	24,733	-9	-35,053	0,96	0	3	Jaune Orangé	1	Végétale	2	Artificiel	3	Maroc	1	Épice	N 30°24,733' W 9°35,053'	Pharmacie berbère	Hassan II est Herboriste	Agadir	Agadir	2013	1	29	3132	2010,526857	2002,199302	8,501692816	NaN	30,41221667	-9,584216667	0,530792865	-0,167275996	0	0
123	41304	0	39	30	24,679	-9	-34,602	0,03	36	14	Gris	3	Plastique	2	Artificiel	3	Maroc	1	Trotteuse	N 30°24,679' W 9°34,602'	Souk ferraille d'Agadir	Courses de bidouillage	Agadir	Agadir	2013	1	30	3132	2010,476363	2002,149436	0,727934242	NaN	30,41131667	-9,5767	0,530777157	-0,167144805	0	0
124	41305	0	39	30	24,673	-9	-34,615	0,52	14	14	Gris	3	Plastique	2	Artificiel	3	Maroc	1	Bouton de manette	N 30°24,673' W 9°34,615'	Souk ferraille d'Agadir	Assis jusqu'au soleil couchant	Agadir	Agadir	2013	1	31	3132	2010,491524	2002,164408	0,023572804	NaN	30,41121667	-9,576916667	0,530775412	-0,167148587	0	0
125	41306	0	28	30	25,145	-9	-35,975	1,47	21	14	Gris	2	Métallique	2	Artificiel	3	Maroc	1	Levier d'interrupteur	N 30°25,145' W 9°35,975'	Hôtel Les Palmiers	Fabrication d'un amplificateur mono	Agadir	Agadir	2013	2	1	3132	2010,083675	2001,761622	2,343631422	NaN	30,41908333	-9,599583333	0,530912711	-0,167544194	0	0
126	41307	0	39	30	24,668	-9	-34,592	0,7	16	10	Violet	3	Plastique	2	Artificiel	3	Maroc	1	Cœur de pacotille	N 30°24,668' W 9°34,592'	Souk ferraille d'Agadir	Derniers achats avant le sud	Agadir	Agadir	2013	2	2	3132	2010,493029	2002,165895	2,381208696	NaN	30,41113333	-9,576533333	0,530773958	-0,167141896	0	0
127	41308	35	78	30	9,282	-9	-32,474	1,23	26	3	Jaune Orangé	7	Animale	1	Naturel	3	Maroc	1	Fragment d'os	N 30°09,282' W 9°32,474'	Non loin de Sisi Bibi	Nuit au bord de la national 1	Agadir	Sidi-Bibi	2013	2	3	3167	2037,725943	2029,056116	28,72293248	NaN	30,1547	-9,541233333	0,526298355	-0,166525796	0	0
128	41309	60	240	29	41,855	-9	-43,809	3,09	110	14	Gris	2	Métallique	2	Artificiel	3	Maroc	1	Chaîne de bouchon de lavabo	N 29°41.855' W9°43.809'	Tiznit, Hôtel Belle Vue	Ambiance Hôtel	Sidi-Bibi	Tiznit	2013	2	4	3227	2091,205247	2081,835377	54,00630723	NaN	29,69758333	-9,73015	0,518320171	-0,169823011	0	0
129	41310	0	217	29	41,851	-9	-43,68	0,15	48	14	Gris	4	Textile	2	Artificiel	3	Maroc	1	Nœud tissu	N 29°41.851' W9°43.680'	Ruelle de la médina de Tiznit	Recherche d'un artisan ciseleur	Tiznit	Tiznit	2013	2	5	3227	2091,170218	2081,800818	0,207858871	NaN	29,69751667	-9,728	0,518319008	-0,169785486	0	0
130	41311	0	208	29	41,83	-9	-43,837	1,92	26	6	Vert	0	Mixte	2	Artificiel	3	Maroc	1	Condensateur	N 29°41.830' W9°43.837'	Cantine de Tiznit	Petit déjeuné au hamlou	Tiznit	Tiznit	2013	2	6	3227	2091,259801	2081,889198	0,255794691	NaN	29,69716667	-9,730616667	0,518312899	-0,169831156	0	0
131	41312	0	223	29	42,306	-9	-43,489	0,31	70	11	Rouge Violet	3	Plastique	2	Artificiel	3	Maroc	1	Négatif photo	 N 29°42.306' W 9°43.489'	Palmeraie-décharge de Tiznit	Promenade repos	Tiznit	Tiznit	2013	2	7	3227	2090,281811	2080,924337	1,045285887	NaN	29,7051	-9,724816667	0,518451362	-0,169729927	0	0
132	41313	40	292	29	36,67	-9	-54,368	0,91	10	15	Noir	3	Plastique	2	Artificiel	3	Maroc	1	Asphalte	N 29°36.670' W 09°54.368'	Aarba Sahel	Toujours des montagnes	Tiznit	Gourizim	2013	2	8	3267	2104,117629	2094,573278	20,40313811	NaN	29,61116667	-9,906133333	0,516811917	-0,172894497	0	0
133	41314	7	67	29	36,377	-10	-1,337	1,49	40	2	Orange	0	Mixte	2	Artificiel	3	Maroc	1	Lame de rasoir	N 29°36,377' W 10°01,337'	Falaise de Mirleft	En marche vers la plage	Gourizim	Mirleft	2013	2	9	3274	2107,014753	2097,430959	11,24509877	NaN	29,60628333	-10,02228333	0,516726687	-0,174921695	0	0
134	41315	6	3	29	32,195	-10	-3,554	2,58	36	17	Brun	7	Animale	1	Naturel	3	Maroc	1	Nacre millénaire	N 29°32.195' W 10°03.554'	Route de Sidi Ifni	Il faut trouver quelque chose 	Mirleft	Route-de-Sidi-Ifni	2013	2	10	3280	2115,350413	2105,652529	8,536839377	NaN	29,53658333	-10,05923333	0,515510194	-0,175566594	0	0
135	41316	25	10	29	22,886	-10	-10,674	0,72	25	14	Gris	2	Métallique	2	Artificiel	3	Maroc	1	Crochet métallique	N 29°22.886' W10°10.674'	Sidi Ifni	Ex free partie	Route-de-Sidi-Ifni	Sidi-Ifni	2013	2	11	3305	2134,668936	2124,703171	20,733289	NaN	29,38143333	-10,1779	0,512802317	-0,177637716	0	0
136	41317	20	285	29	15,955	-10	-6,781	0,1	43	11	Rouge Violet	4	Textile	2	Artificiel	3	Maroc	1	Bout de nounours	N 29°15.955' W10°06.781'	Mesti	Rencontre d'Anass	Sidi-Ifni	Mesti	2013	2	12	3325	2145,875422	2135,752028	14,30640391	NaN	29,26591667	-10,11301667	0,510786173	-0,176505289	0	0
137	41318	35	580	29	9,985	-10	-5,493	0,69	49	15	Noir	0	Mixte	2	Artificiel	3	Maroc	1	Brosse de Mascara	N 29°09.985' W10°05.493'	Route de Guelmim	Dernier col	Mesti	Guelmim	2013	2	13	3360	2156,252596	2145,981766	11,26150203	NaN	29,16641667	-10,09155	0,509049572	-0,176130625	0	0
138	41319	0	234	28	58,09	-10	-4,293	0,09	11	0	Mixte	0	Mixte	2	Artificiel	3	Maroc	1	Puce de carte téléphonique	N 28°58.090' W10°04.293'	Guelmim	Journée web	Guelmim	Guelmim	2013	2	14	3360	2177,409731	2166,833891	22,13616049	NaN	28,96816667	-10,07155	0,50558946	-0,17578156	0	0
139	41320	0	287	28	58,957	-10	-3,443	0,76	40	12	Rouge	3	Plastique	2	Artificiel	3	Maroc	1	Mini brosse	N 28°58.957' W10°03.443'	Médina de Guelmim	Prière	Guelmim	Guelmim	2013	2	15	3360	2175,551427	2165,002614	2,117389059	NaN	28,98261667	-10,05738333	0,505841659	-0,175534305	0	0
140	41321	0	280	28	56,699	-9	-57,432	5,49	17	15	Noir	6	Minérale	2	Artificiel	3	Maroc	1	Améthyste	N 28°56.699' W 9°57.432'	Oasis Tighmert	Changement d'espace temps	Guelmim	Guelmim	2013	2	16	3360	2177,643998	2167,064747	10,60990944	NaN	28,94498333	-9,9572	0,505184834	-0,173785777	0	0
141	41322	0	280	28	56,699	-9	-57,432	0,13	0	3	Jaune Orangé	1	Végétale	1	Naturel	3	Maroc	1	Blé	N 28°56,699' W 9°57,432'	Oasis Tighmert	Troc	Guelmim	Guelmim	2013	2	17	3360	2177,643998	2167,064747	0	NaN	28,94498333	-9,9572	0,505184834	-0,173785777	0	0
142	41323	0	305	28	59,646	-10	-3,393	0,72	19	14	Gris	2	Métallique	2	Artificiel	3	Maroc	1	Cosse	N 28°59,646' W 10°03,393'	Guelmim	Connection	Guelmim	Guelmim	2013	2	18	3360	2174,285138	2163,754718	11,10446473	NaN	28,9941	-10,05655	0,506042081	-0,175519761	0	0
143	41324	50	179	28	49,144	-10	-23,118	0,77	30	17	Brun	7	Animale	1	Naturel	3	Maroc	1	Coquillage du désert	N 28°49,144' W 10°23,118'	Route de Tan Tan	Premier désert	Guelmim	Route-de-Tan-Tan	2013	2	19	3410	2200,0956	2189,186076	37,46525727	NaN	28,81906667	-10,3853	0,502987176	-0,181257526	0	0
144	41325	60	175	28	39,964	-10	-37,661	2,25	61	0	Mixte	0	Mixte	2	Artificiel	3	Maroc	1	Connecteurs	N 28°39,964' W 10°37,661'	Rass Oumlit, route de Tan Tan	Approvisionnement	Route-de-Tan-Tan	Vallée-du-Drâa	2013	2	20	3470	2221,886915	2210,650336	29,12626885	NaN	28,66606667	-10,62768333	0,500316824	-0,185487909	0	0
145	41326	30	25	28	33,071	-10	-56,037	2,09	30	1	Rouge Orangé	6	Minérale	1	Naturel	3	Maroc	1	Quartz	N 28°33.071' W 10°56.037'	Vallée du Drâa	CheckPoint 003	Vallée-du-Drâa	Tan-Tan	2013	2	21	3500	2241,11614	2229,585594	32,52142369	NaN	28,55118333	-10,93395	0,498311734	-0,190833267	0	0
146	41327	0	35	28	25,99	-11	-6,325	2,38	32	16	Transparent	8	Verre	2	Artificiel	3	Maroc	1	Fragments de cellule solaire	N 28°25.990' W 11°06.325'	Tan Tan, rue marchande	Recherche de panneaux solaire	Tan-Tan	Tan-Tan	2013	2	22	3500	2257,788734	2245,9992	21,28991199	NaN	28,43316667	-11,10541667	0,496251956	-0,193825922	0	0
147	41328	0	12	28	26,032	-11	-6,282	1,05	57	4	Jaune	3	Plastique	2	Artificiel	3	Maroc	1	Poils de pinceau	N 28°26.032' W 11°06.282'	Tan Tan	En attendant la LAN	Tan-Tan	Tan-Tan	2013	2	23	3500	2257,696575	2245,908482	0,104763793	NaN	28,43386667	-11,1047	0,496264173	-0,193813414	0	0
148	41329	0	46	28	25,703	-11	-6,559	6,5	52	14	Gris	2	Métallique	2	Artificiel	3	Maroc	1	Clé non usiné	N 28°25,703' W 11°06,559'	Tan Tan	Clé potentielle	Tan-Tan	Tan-Tan	2013	2	24	3500	2258,395566	2246,596532	0,758864185	NaN	28,42838333	-11,10931667	0,496168471	-0,19389399	0	0
149	41330	65	40	28	29,639	-11	-19,636	3,75	22	17	Brun	2	Métallique	2	Artificiel	3	Maroc	1	Boulon	N 28°29,639' W 11°19,636'	El Ouatia	La route	Tan-Tan	Oued-Chebeïka	2013	2	25	3565	2256,403941	2244,636063	22,52632655	NaN	28,49398333	-11,32726667	0,497313406	-0,197697932	0	0
150	41331	60	43	28	17,038	-11	-32,514	0,87	30	14	Gris	0	Mixte	2	Artificiel	3	Maroc	1	Fragment de prise secteur	N 28°17,038' W 11°32,514'	Parking de la gendarmerie royale, route de Tarfaya	Juste après un contrôle d'identitée	Oued-Chebeïka	Akhfennir	2013	2	26	3625	2284,194912	2271,987315	31,41240916	NaN	28,28396667	-11,5419	0,493647927	-0,201443987	0	0
151	41332	0	58	28	1,82	-12	-10,906	17,03	0	17	Brun	6	Minérale	1	Naturel	3	Maroc	1	Sable	N 28°01,820' W 12°10,906'	Dune rouge	A la chasse à la poésie	Akhfennir	Akhfennir	2013	2	27	3625	2327,485687	2314,571559	68,79730268	NaN	28,03033333	-12,18176667	0,489221194	-0,212611757	0	0
152	41333	25	10	28	1,591	-12	-14,81	0,39	17	13	Blanc	7	Animale	1	Naturel	3	Maroc	1	Vertèbre 	N 28°01,591' W 12°14,810'	Lagune de Naïla	Pas de flamants roses	Akhfennir	Lagune-de-Naïla	2013	2	28	3650	2329,583362	2316,634324	6,402402987	NaN	28,02651667	-12,24683333	0,489154581	-0,213747384	0	0
153	41334	55	24	27	58,851	-12	-39,969	1,93	156	17	Brun	0	Mixte	2	Artificiel	3	Maroc	1	Clé de pécheur	N 27°58,851' W 12°39,969'	Route de Tarfaya	Nuit en cabane	Lagune-de-Naïla	Route-de-Tarfaya	2013	3	1	3705	2345,635771	2332,417506	41,49047318	NaN	27,98085	-12,66615	0,488357548	-0,221065834	0	0
154	41335	25	21	27	56,468	-12	-55,557	0,41	157	5	Jaune Vert	3	Plastique	2	Artificiel	3	Maroc	1	Feuille qui ne fane pas	N 27°56,468' W 12°55,557'	Tarfaya	Petite chambre d'hôtel	Route-de-Tarfaya	Tarfaya	2013	3	2	3730	2357,034347	2343,622664	25,90286334	NaN	27,94113333	-12,92595	0,487664361	-0,225600196	0	0
155	41336	0	21	27	56,336	-12	-55,506	0,48	61	4	Jaune	2	Métallique	2	Artificiel	3	Maroc	1	Fragment de mètre	N 27°56,336' W 12°55,506'	Tarfaya	Ville en chantier	Tarfaya	Tarfaya	2013	3	3	3730	2357,245258	2343,829979	0,25855941	NaN	27,93893333	-12,9251	0,487625964	-0,225585361	0	0
156	41337	0	20	27	56,339	-12	-55,512	0,48	12	15	Noir	3	Plastique	2	Artificiel	3	Maroc	1	Bouchon de drogue	N 27°56,339' W 12°55,512'	Tarfaya	Recherche de tube de colle	Tarfaya	Tarfaya	2013	3	4	3730	2357,242716	2343,82748	0,011290912	NaN	27,93898333	-12,9252	0,487626837	-0,225587106	0	0
157	41338	0	19	27	56,375	-12	-55,62	1,13	19	14	Gris	2	Métallique	2	Artificiel	3	Maroc	1	Non identifié	N 27°56,375' W 12°55,620'	Tarfaya	Route de bissara	Tarfaya	Tarfaya	2013	3	5	3730	2357,228949	2343,813948	0,189043323	NaN	27,93958333	-12,927	0,487637309	-0,225618522	0	0
158	41339	0	24	27	56,302	-12	-55,459	5,37	45	4	Jaune	0	Mixte	2	Artificiel	3	Maroc	1	Fragment de coupe ongle	N 27°56,302' W 12°55,459'	Tarfaya	Attente,le vent est contre nous.	Tarfaya	Tarfaya	2013	3	6	3730	2357,283841	2343,867904	0,296370372	NaN	27,93836667	-12,92431667	0,487616074	-0,225571689	0	0
